metros_cuadrados,num_habitacion,num_banos,zona_id,parking,piscina,precio_eth
149,5,5,8,1,0,0.099307
77,3,2,8,1,0,0.08091
221,5,5,4,0,1,0.138974
108,5,5,5,0,0,0.08959
198,1,1,2,0,0,0.113933
220,4,3,8,1,0,0.090684
157,2,1,3,0,0,0.10782
52,3,3,6,0,0,0.0691
128,1,1,8,1,0,0.077594
170,3,3,4,0,0,0.101821
60,1,1,7,1,0,0.061709
88,4,4,6,0,0,0.08266
145,4,3,6,0,0,0.088787
184,5,5,8,1,0,0.102194
107,2,1,1,1,1,0.157314
54,4,3,5,0,0,0.073617
213,1,1,1,0,0,0.134452
50,3,2,2,1,0,0.114261
226,5,5,103,0,0,0.200501
151,2,2,2,0,0,0.11438
196,4,3,6,1,0,0.104479
39,4,4,3,1,0,0.112447
140,1,1,8,1,0,0.074083
52,3,2,9,1,0,0.075933
207,1,1,4,1,0,0.094768
104,2,1,4,1,0,0.089359
188,3,2,4,1,1,0.129353
225,4,3,1,0,0,0.145752
86,5,5,3,1,0,0.125586
142,1,1,9,0,0,0.064891
195,3,3,3,1,0,0.113287
217,2,2,3,1,0,0.118358
219,4,3,2,1,0,0.139746
151,1,1,1,1,1,0.169078
131,5,4,7,1,0,0.090487
63,2,1,4,0,0,0.077901
123,1,1,1,1,0,0.139612
127,3,2,6,1,1,0.106947
240,2,1,5,0,0,0.082264
171,5,4,6,1,0,0.097644
157,2,1,4,1,0,0.097648
194,2,1,4,0,0,0.08642
193,5,5,5,1,0,0.112971
63,5,5,7,1,0,0.081361
59,1,1,3,0,0,0.095305
216,4,3,8,0,1,0.109527
87,3,2,6,1,0,0.081502
192,2,2,6,0,0,0.079846
244,1,1,8,0,0,0.068679
146,2,2,1,1,0,0.14159
158,4,3,3,1,0,0.122692
226,1,1,2,1,0,0.127066
80,3,2,5,1,0,0.081346
178,3,2,1,1,0,0.16189
70,3,2,4,1,0,0.096735
235,4,4,103,0,0,0.188224
189,3,3,7,1,0,0.085141
197,3,2,5,0,1,0.109331
48,1,1,5,0,0,0.068182
133,2,1,5,0,0,0.07925
195,5,5,6,1,0,0.107198
227,1,1,6,0,1,0.091965
45,5,5,7,0,0,0.075327
69,2,1,3,1,1,0.109267
241,1,1,4,1,0,0.113124
202,4,3,4,0,0,0.099351
81,5,5,4,1,0,0.106332
158,1,1,6,1,0,0.076455
89,2,2,8,0,0,0.062369
202,2,1,3,0,0,0.111437
240,5,5,1,1,0,0.1673
171,4,3,9,1,0,0.090612
121,2,2,10,0,0,0.068362
224,2,1,102,1,0,0.206019
195,2,1,7,1,0,0.076858
88,2,1,4,1,0,0.08997
156,4,3,3,1,0,0.120786
182,2,2,8,1,0,0.076242
224,4,3,6,1,0,0.100313
249,4,4,5,1,0,0.11311
194,4,4,7,0,0,0.086319
116,3,2,5,1,1,0.102726
54,3,3,9,1,0,0.075729
224,4,3,4,0,1,0.115084
239,3,3,4,1,0,0.113751
152,2,1,8,1,0,0.071916
86,4,4,9,1,0,0.086452
122,2,1,4,1,0,0.089721
174,3,2,4,1,0,0.095153
115,4,3,3,1,0,0.113405
83,2,1,4,0,0,0.079286
168,2,1,6,1,0,0.07648
104,1,1,8,0,0,0.057865
136,2,2,3,0,0,0.097275
201,3,2,6,0,0,0.091054
92,4,3,7,1,1,0.089531
146,1,1,9,0,1,0.08186
72,1,1,5,1,0,0.081485
122,4,3,3,0,1,0.112056
239,5,4,10,0,1,0.102425
133,3,3,8,1,0,0.077098
237,2,1,7,1,0,0.087265
113,4,3,8,1,0,0.078571
70,2,1,5,1,0,0.074488
132,3,3,4,1,0,0.11119
240,5,4,7,1,0,0.102468
47,4,3,6,1,0,0.077268
170,5,4,5,0,0,0.096725
174,5,4,5,1,1,0.108924
124,2,1,7,1,0,0.082004
32,2,1,1,1,0,0.134782
149,3,3,4,0,0,0.099198
158,5,5,3,0,0,0.107446
94,3,2,7,0,0,0.075711
199,4,3,7,1,0,0.100185
104,2,2,5,1,1,0.092104
112,3,2,4,1,1,0.116528
182,3,2,5,1,0,0.086867
150,2,2,7,1,0,0.083601
187,1,1,3,0,0,0.10447
106,3,3,2,0,0,0.110853
45,3,2,2,1,1,0.13805
192,3,3,4,0,0,0.100309
207,4,3,9,1,0,0.087598
184,1,1,5,0,0,0.070921
208,4,4,5,1,0,0.09812
44,5,4,2,0,0,0.105938
100,4,4,10,0,0,0.067009
229,5,5,4,0,0,0.109582
54,5,5,3,0,0,0.109943
140,4,4,2,0,0,0.128483
97,1,1,7,0,1,0.074397
172,3,3,1,1,0,0.139656
192,2,2,4,1,0,0.102808
83,1,1,8,0,0,0.064678
82,4,3,6,1,0,0.076692
57,2,1,7,0,0,0.057044
217,3,2,6,0,0,0.090264
122,4,3,5,1,0,0.102383
96,1,1,1,1,0,0.138211
216,4,4,6,1,0,0.105898
71,2,2,6,0,0,0.063183
100,1,1,4,0,0,0.081168
68,1,1,8,1,0,0.070194
165,1,1,4,0,0,0.093986
71,2,1,6,1,0,0.06842
93,4,3,4,1,0,0.107492
206,4,4,5,0,0,0.087678
248,4,4,4,0,0,0.109287
181,2,1,3,1,1,0.120232
224,2,2,5,1,0,0.104086
67,4,3,7,1,0,0.072934
113,5,5,4,1,0,0.110798
247,3,3,3,1,0,0.114508
179,2,2,5,1,1,0.111015
75,3,3,7,0,0,0.075094
112,1,1,2,0,0,0.104069
42,2,1,5,0,0,0.063391
248,1,1,7,1,0,0.079266
46,5,4,2,0,0,0.113549
47,5,5,4,0,1,0.115105
67,3,2,5,0,1,0.091617
210,4,3,6,1,0,0.096824
85,3,2,5,0,0,0.072122
153,5,4,9,1,0,0.092675
151,2,1,6,1,0,0.08299
40,1,1,6,0,0,0.053765
47,2,1,6,1,0,0.064639
72,2,1,8,1,0,0.066639
43,2,1,6,0,0,0.065565
196,1,1,4,0,0,0.096555
52,2,1,7,0,1,0.073043
236,3,2,1,1,0,0.148927
96,4,4,6,0,0,0.082628
88,1,1,6,1,0,0.077136
88,1,1,5,1,0,0.071426
244,4,3,5,1,0,0.100971
159,4,4,5,0,1,0.115444
196,3,3,4,1,1,0.132233
34,5,5,7,0,0,0.07219
89,2,1,7,1,0,0.074917
161,1,1,8,1,1,0.084994
30,2,1,6,1,1,0.077943
175,5,4,6,0,0,0.084419
170,4,4,6,1,0,0.092474
211,4,4,8,1,0,0.090087
174,2,1,1,1,0,0.149302
91,1,1,6,0,0,0.067294
171,4,3,9,0,0,0.075685
59,1,1,4,1,1,0.098027
121,1,1,7,1,0,0.072646
171,2,1,8,0,0,0.075111
58,4,3,6,1,0,0.085226
121,4,4,3,0,0,0.113414
182,3,2,2,1,0,0.123526
111,2,2,6,0,0,0.073513
79,4,3,5,1,0,0.08764
196,4,4,4,1,0,0.119368
65,2,1,103,1,1,0.170464
217,2,2,7,1,0,0.081622
77,2,2,8,0,0,0.069104
73,3,2,3,0,0,0.100284
240,2,2,6,0,1,0.104764
99,1,1,7,0,0,0.060367
165,2,1,3,1,0,0.119794
36,1,1,2,1,0,0.097902
218,3,2,6,0,1,0.097073
107,2,2,5,1,0,0.090467
147,2,1,5,0,0,0.084702
137,1,1,102,1,0,0.201813
163,4,4,1,1,0,0.161238
125,2,1,4,1,0,0.099478
131,3,2,10,1,0,0.074699
77,4,3,5,0,0,0.086413
89,2,2,2,0,0,0.10765
113,3,3,6,0,1,0.098556
90,3,3,4,0,0,0.083276
149,2,2,7,1,0,0.075424
33,1,1,4,1,1,0.106627
189,1,1,5,0,1,0.100642
219,2,1,102,1,0,0.194215
30,5,4,8,0,0,0.071564
178,5,5,3,1,0,0.117853
205,1,1,3,1,0,0.117774
111,1,1,2,0,0,0.094992
88,1,1,1,1,1,0.152166
98,3,3,5,0,0,0.079359
232,2,1,9,0,0,0.082664
167,5,4,8,0,0,0.079706
67,1,1,7,1,0,0.066826
86,5,4,8,1,0,0.086385
123,5,4,4,1,0,0.113789
133,3,3,9,1,0,0.084917
164,2,2,4,0,0,0.102055
90,1,1,8,1,0,0.067543
174,5,5,5,1,0,0.100577
91,4,4,4,1,0,0.101827
39,3,3,6,1,0,0.077335
112,4,4,4,0,0,0.096235
176,5,4,6,1,0,0.103683
55,2,1,4,1,0,0.089442
89,5,4,10,1,0,0.090888
167,5,5,5,1,0,0.103124
87,5,5,3,1,0,0.118822
117,3,2,3,0,1,0.12822
110,3,2,6,0,0,0.067291
204,3,2,9,1,0,0.090373
230,2,1,6,0,0,0.08825
123,2,1,3,1,0,0.097155
158,4,4,6,1,0,0.091142
173,2,1,9,1,0,0.070624
68,1,1,5,1,1,0.095247
208,1,1,2,1,0,0.128131
234,1,1,2,1,0,0.120277
39,5,4,4,1,0,0.09941
219,2,2,10,0,0,0.075292
142,1,1,5,1,0,0.078928
34,1,1,3,1,0,0.095982
121,4,3,6,0,0,0.072073
188,5,4,4,0,0,0.108464
248,1,1,1,1,0,0.150459
210,2,1,7,0,0,0.07655
216,5,4,3,1,0,0.132925
39,4,3,1,0,0,0.122132
60,4,3,10,0,0,0.068785
112,3,2,1,1,0,0.156506
35,2,1,7,0,1,0.079835
101,4,3,1,1,0,0.14438
102,5,4,4,0,0,0.097469
236,3,2,6,1,0,0.092928
228,5,5,3,0,0,0.115342
72,3,3,4,1,0,0.095075
175,4,3,9,1,0,0.090184
84,1,1,2,1,0,0.119424
123,4,4,3,1,0,0.129246
138,5,5,10,1,0,0.097365
35,3,3,103,1,0,0.155034
111,3,3,7,1,1,0.100644
128,3,2,4,1,1,0.110673
98,4,3,7,0,0,0.073388
49,1,1,5,1,0,0.069753
182,5,4,1,0,0,0.158335
232,1,1,6,0,0,0.08396
164,5,5,6,0,0,0.090874
78,1,1,5,1,0,0.083177
49,3,3,5,1,0,0.090546
242,1,1,4,1,1,0.109156
63,1,1,4,0,0,0.071533
56,3,3,4,1,1,0.111723
198,3,2,6,1,1,0.114384
171,1,1,4,1,0,0.097326
143,1,1,7,1,0,0.071579
44,5,5,6,0,0,0.081764
61,4,3,2,0,0,0.113129
214,3,3,5,1,0,0.092191
158,1,1,101,1,0,0.225791
90,1,1,5,1,0,0.083892
205,2,1,5,1,0,0.088707
86,4,4,3,1,0,0.123015
125,1,1,4,1,0,0.08279
159,1,1,3,1,1,0.124505
239,3,2,8,0,1,0.100318
84,4,4,1,0,0,0.125331
144,4,3,6,1,1,0.10834
38,4,3,6,1,0,0.082791
199,1,1,4,1,0,0.102547
77,2,2,7,1,0,0.078144
193,3,2,2,0,0,0.131961
61,1,1,6,1,0,0.071125
223,4,3,2,1,0,0.143241
93,5,4,8,1,0,0.087851
84,1,1,4,1,0,0.082086
170,5,4,6,1,0,0.099049
107,4,4,10,1,1,0.0932
119,5,5,8,1,0,0.096404
142,4,3,7,1,0,0.093829
185,5,5,5,0,0,0.101903
214,4,4,8,0,0,0.09103
52,4,4,6,1,0,0.087585
241,3,3,6,1,0,0.09875
229,1,1,8,1,0,0.08568
62,5,4,3,0,0,0.113088
97,4,3,10,1,0,0.086607
213,4,3,6,0,1,0.097668
64,3,3,2,1,0,0.113322
143,3,2,6,1,0,0.078438
204,5,5,10,1,0,0.100179
206,3,2,6,0,0,0.081671
39,5,5,7,1,0,0.077207
147,1,1,6,1,0,0.07626
232,5,4,7,0,0,0.094923
70,3,2,6,0,0,0.065304
145,4,4,6,0,0,0.078167
32,1,1,4,0,0,0.080529
242,3,2,6,1,1,0.107456
55,3,3,6,1,0,0.081256
238,1,1,3,1,0,0.105696
139,4,4,5,0,0,0.085737
206,3,3,5,0,1,0.105379
205,4,4,3,1,0,0.136565
90,2,2,3,0,0,0.096295
109,1,1,7,1,0,0.072932
96,2,1,5,0,0,0.068907
68,4,4,1,0,0,0.150435
208,1,1,5,1,0,0.097316
176,4,4,7,0,0,0.078125
218,1,1,5,1,1,0.099269
238,4,3,5,1,0,0.105721
119,2,1,4,0,0,0.091758
100,1,1,6,0,0,0.063412
128,1,1,1,0,0,0.124195
161,4,3,4,0,0,0.101721
219,4,4,1,1,1,0.179384
48,2,2,4,0,0,0.086826
117,2,2,3,1,0,0.114622
66,4,4,4,0,0,0.097863
54,3,2,7,0,0,0.060004
123,4,4,7,1,0,0.079255
215,2,2,3,1,0,0.121095
167,2,1,6,1,0,0.084563
221,1,1,9,1,0,0.078637
194,1,1,3,0,1,0.120838
53,4,4,1,0,0,0.139169
210,5,5,7,0,0,0.08632
209,2,2,6,0,0,0.085683
70,4,4,6,0,0,0.078511
168,3,3,4,0,0,0.102775
212,3,2,6,0,0,0.084045
245,2,2,4,1,0,0.098236
88,1,1,6,1,0,0.071299
171,1,1,5,1,0,0.080014
239,5,4,9,1,0,0.093511
137,3,3,4,1,1,0.12312
228,2,1,1,1,1,0.157956
238,4,3,3,0,0,0.119106
132,4,4,6,0,0,0.084851
99,1,1,8,1,1,0.084166
81,2,1,7,0,0,0.058131
228,5,4,4,1,0,0.124673
68,4,3,3,0,1,0.119713
219,3,3,6,0,0,0.090995
67,1,1,6,0,0,0.055507
89,3,2,8,1,0,0.077675
168,1,1,6,1,1,0.102824
54,3,3,4,1,0,0.10168
76,5,5,6,1,0,0.090085
207,3,2,5,0,0,0.09484
116,2,2,3,0,0,0.089699
178,2,2,8,1,0,0.078886
110,3,3,4,1,0,0.104189
146,5,4,10,1,1,0.09712
89,2,1,6,1,0,0.071361
80,1,1,6,1,0,0.07189
114,2,2,5,1,0,0.087872
112,2,1,6,0,0,0.063271
199,4,4,7,0,0,0.081123
248,4,3,7,1,0,0.099424
181,1,1,1,1,0,0.13669
139,5,4,7,1,0,0.096162
49,4,4,7,0,0,0.070677
86,2,1,5,0,0,0.06945
172,2,1,7,1,0,0.074889
226,4,3,6,0,0,0.098659
222,1,1,5,1,1,0.102503
80,4,3,4,1,0,0.093025
58,4,3,8,1,0,0.074383
167,5,4,5,1,0,0.093232
166,3,2,1,1,0,0.139
35,3,3,2,1,0,0.121533
199,1,1,5,1,0,0.079779
181,5,5,2,1,1,0.148675
248,1,1,10,1,0,0.089131
91,5,5,2,1,0,0.138227
227,5,4,8,1,0,0.089574
186,2,1,6,0,1,0.090086
62,1,1,2,1,0,0.116455
80,5,5,4,0,0,0.090892
206,5,4,4,1,0,0.106644
124,4,3,9,1,0,0.089101
110,2,2,5,1,0,0.080704
35,4,4,2,0,0,0.122435
204,2,1,6,1,0,0.09186
159,5,5,3,0,1,0.125646
53,1,1,3,0,0,0.08823
134,3,2,8,0,0,0.066618
155,3,2,9,1,0,0.088256
185,1,1,5,1,0,0.089173
195,1,1,1,1,0,0.145341
167,4,4,8,0,0,0.078672
104,4,4,4,1,0,0.097439
114,1,1,5,1,0,0.081371
79,3,3,6,1,0,0.088294
235,4,3,6,1,0,0.103859
42,5,5,6,1,0,0.080151
213,1,1,101,0,1,0.250064
89,4,4,4,1,1,0.110954
237,3,2,2,1,0,0.128568
210,3,2,10,0,0,0.07916
193,1,1,6,0,0,0.072148
105,4,3,4,0,0,0.101323
94,1,1,4,1,0,0.081285
90,1,1,5,0,0,0.063569
79,3,3,5,1,0,0.078835
159,2,2,4,0,0,0.086955
72,1,1,6,0,0,0.0653
54,2,1,3,0,0,0.087825
126,2,2,5,0,1,0.087652
91,3,3,6,1,0,0.079462
183,1,1,5,1,0,0.082409
237,4,4,3,1,0,0.132031
190,1,1,7,1,1,0.086023
196,1,1,2,1,0,0.13091
151,1,1,3,1,1,0.111492
105,2,1,6,1,0,0.079763
199,2,2,4,1,0,0.09974
127,3,3,6,1,1,0.09983
76,2,1,3,1,0,0.103404
42,2,2,6,1,0,0.069692
239,5,5,8,1,0,0.108935
173,2,2,9,0,0,0.067774
168,3,2,7,1,0,0.086042
127,4,4,7,0,0,0.077643
109,5,4,7,1,0,0.095606
220,1,1,6,1,0,0.078287
154,5,5,5,1,0,0.11291
245,3,3,7,0,1,0.11035
226,5,4,3,0,0,0.113319
57,2,1,2,0,1,0.124768
158,3,3,3,0,0,0.111919
111,3,2,3,1,1,0.115307
41,4,4,3,0,0,0.104994
234,3,3,8,0,1,0.102273
228,1,1,5,1,1,0.095691
96,2,2,5,1,0,0.074912
142,3,2,4,0,0,0.097348
139,2,2,6,1,0,0.082967
215,5,5,1,1,0,0.175157
133,5,5,8,0,0,0.078578
200,3,3,7,1,0,0.095842
126,4,4,8,1,0,0.085403
185,5,4,10,1,0,0.093787
98,4,3,8,1,0,0.084251
194,4,3,7,1,0,0.094597
54,4,3,5,1,1,0.106621
121,3,2,7,1,0,0.083231
70,2,2,2,0,0,0.111369
56,2,1,4,1,0,0.094376
180,1,1,3,1,0,0.103739
140,1,1,7,1,0,0.079737
39,4,4,3,0,0,0.101583
233,3,3,9,1,0,0.093068
208,3,3,7,0,0,0.081845
126,4,3,6,1,0,0.08424
164,4,4,7,1,0,0.09262
81,4,4,5,1,0,0.088482
179,1,1,9,1,0,0.079364
101,1,1,3,0,0,0.084056
153,1,1,7,0,0,0.062848
68,1,1,4,1,0,0.086179
140,2,1,4,0,0,0.088113
60,2,2,4,1,1,0.108085
199,4,4,8,1,0,0.10121
170,3,3,102,1,0,0.218056
170,1,1,2,1,0,0.107969
98,5,4,6,1,0,0.099513
241,4,3,9,0,0,0.083685
67,2,2,2,1,0,0.123615
212,2,2,3,1,0,0.109183
241,4,3,8,0,1,0.100395
200,1,1,7,1,0,0.086708
170,4,3,6,1,0,0.098752
216,4,4,7,1,0,0.101918
144,4,3,5,1,0,0.096461
137,4,3,4,1,0,0.113281
63,4,3,5,1,0,0.082204
207,3,3,4,1,1,0.120682
143,1,1,5,1,0,0.083252
101,2,1,3,1,0,0.09392
175,5,5,4,1,0,0.119796
37,5,4,7,1,0,0.073906
70,2,2,2,0,0,0.103503
229,4,4,9,1,1,0.11589
129,2,2,4,1,0,0.098754
239,2,2,5,1,0,0.105269
191,1,1,8,1,0,0.083249
187,5,4,7,1,0,0.102376
123,5,4,4,0,1,0.119806
213,2,2,5,0,0,0.090627
75,3,2,2,1,0,0.122032
99,5,4,4,1,0,0.099391
41,3,2,4,1,0,0.084129
76,5,5,7,1,0,0.084543
214,5,5,4,0,0,0.120863
97,5,5,4,0,0,0.10881
158,5,5,8,0,0,0.080091
168,3,2,7,0,0,0.082248
31,2,2,6,0,0,0.057343
153,5,4,1,1,1,0.184896
194,4,4,7,0,0,0.088248
140,3,2,5,1,1,0.099166
229,2,2,5,1,1,0.111082
228,2,2,4,1,0,0.110117
68,4,3,2,0,0,0.10665
181,2,2,6,0,0,0.085701
40,5,4,5,0,0,0.090396
107,4,3,5,0,0,0.080831
92,3,3,6,0,0,0.071531
212,2,1,6,0,0,0.07258
71,3,2,5,1,0,0.086209
129,3,3,6,0,0,0.071113
227,3,3,6,0,0,0.079058
203,3,3,6,1,1,0.097994
53,2,1,5,1,0,0.077286
217,5,4,4,0,0,0.108016
249,3,2,3,0,0,0.105885
113,2,2,4,1,0,0.094404
74,2,1,4,1,0,0.095981
156,3,2,7,0,0,0.082249
39,2,2,3,1,0,0.109052
51,3,3,4,0,0,0.092725
165,3,2,8,0,0,0.079001
184,1,1,5,1,0,0.088192
61,5,5,1,1,0,0.163026
150,2,2,5,1,0,0.091535
167,2,2,2,0,0,0.117992
227,2,1,8,1,1,0.106429
91,3,2,6,0,0,0.067104
67,5,4,6,0,0,0.085652
61,4,3,3,0,0,0.09977
244,1,1,2,0,0,0.112946
77,3,2,9,0,0,0.067787
72,2,2,1,1,0,0.127104
159,4,3,1,0,0,0.157874
71,4,3,2,1,1,0.137456
212,3,3,6,1,0,0.093579
144,3,2,5,1,0,0.085158
83,4,4,3,1,0,0.121078
138,1,1,8,0,0,0.066768
129,2,2,6,1,0,0.073045
216,5,5,102,0,0,0.207921
147,2,2,1,0,1,0.141995
246,5,5,5,1,0,0.1077
214,2,1,5,1,0,0.088975
181,1,1,4,0,0,0.087026
111,2,1,8,0,0,0.066382
151,5,5,6,0,0,0.085215
81,4,4,9,0,1,0.094637
174,3,2,5,1,0,0.089621
89,3,2,5,1,0,0.080813
247,1,1,10,1,0,0.090126
115,1,1,6,1,0,0.081125
226,1,1,4,0,0,0.099149
32,2,2,5,1,0,0.078859
122,5,5,10,1,1,0.11202
144,4,4,3,1,0,0.114522
64,5,4,4,1,1,0.115368
247,5,5,3,0,0,0.135439
169,5,5,3,1,1,0.150352
230,4,3,7,0,0,0.091333
71,2,2,3,1,0,0.101141
35,1,1,4,1,0,0.08559
249,4,4,7,0,0,0.086051
129,4,3,9,0,0,0.070224
205,3,3,8,0,0,0.087487
108,4,3,5,0,0,0.088463
186,2,1,2,1,0,0.115762
236,3,2,7,1,0,0.085914
236,5,4,7,1,0,0.093325
79,1,1,2,1,1,0.124942
166,5,5,5,1,0,0.113826
203,2,1,1,1,0,0.138223
75,5,4,6,1,0,0.089737
163,3,3,2,1,0,0.128871
102,4,4,4,1,0,0.099206
233,4,4,8,0,0,0.081742
68,2,2,5,0,0,0.075433
56,5,5,8,0,0,0.072407
202,2,1,102,0,0,0.189124
111,2,2,6,0,0,0.076906
178,1,1,6,0,0,0.069646
156,5,5,5,0,0,0.096989
186,3,3,7,1,1,0.10389
70,5,4,7,1,0,0.093152
137,5,4,5,0,0,0.084207
54,4,3,5,1,0,0.081526
119,5,4,6,1,0,0.08871
92,4,4,9,0,0,0.068614
56,2,1,5,1,0,0.070354
38,1,1,6,1,0,0.069015
132,1,1,1,1,0,0.14105
131,5,5,5,0,0,0.089132
228,5,4,6,0,0,0.102662
104,2,2,3,1,0,0.101864
229,1,1,6,1,0,0.085431
85,2,2,2,1,0,0.119762
249,3,2,6,1,0,0.091958
95,5,5,7,1,0,0.091654
239,4,4,5,0,0,0.093977
74,2,1,6,0,0,0.066429
219,5,4,6,0,0,0.088349
156,4,4,6,0,0,0.088208
41,3,2,7,1,0,0.065861
91,2,2,7,0,0,0.065073
215,4,3,6,1,0,0.106102
61,5,5,3,0,0,0.119152
222,4,4,6,1,0,0.104456
39,1,1,5,1,1,0.087794
47,2,2,6,1,0,0.066607
146,5,4,3,0,1,0.121516
215,5,5,4,0,1,0.13289
91,3,3,101,0,0,0.239563
34,5,5,3,1,0,0.108837
116,3,2,5,0,0,0.072962
39,3,3,6,1,0,0.081232
248,5,5,2,1,1,0.15214
49,5,4,7,1,0,0.089722
45,4,3,10,1,0,0.068814
74,4,3,9,0,0,0.073444
156,5,5,103,0,0,0.161388
97,4,3,2,0,0,0.120803
139,1,1,5,0,0,0.077505
213,4,4,3,1,0,0.135906
128,5,4,9,0,0,0.074809
43,2,1,7,1,0,0.06257
210,5,4,4,0,0,0.101396
54,3,3,7,0,0,0.065707
230,3,2,6,1,1,0.107701
125,5,5,2,1,1,0.156689
121,3,2,3,1,0,0.117167
166,1,1,2,1,0,0.118242
97,1,1,7,0,0,0.055943
208,1,1,5,0,0,0.087273
114,2,2,9,1,0,0.073098
159,1,1,7,0,1,0.07589
163,3,3,3,0,0,0.113329
152,4,4,3,0,0,0.120705
78,5,5,3,1,1,0.122697
237,4,3,7,1,0,0.09764
146,5,5,10,1,0,0.085357
169,3,3,7,0,0,0.086439
167,2,1,5,0,0,0.076822
140,1,1,2,1,0,0.125945
217,4,3,4,0,0,0.112732
134,1,1,6,0,0,0.070061
117,2,1,4,1,1,0.112696
139,4,3,2,1,0,0.120492
65,3,3,9,0,0,0.071453
227,2,2,6,0,0,0.07855
188,4,3,2,1,0,0.141815
161,1,1,2,1,0,0.11919
240,1,1,3,1,0,0.106644
88,5,5,7,1,0,0.091511
124,5,5,4,1,0,0.107758
156,2,1,1,1,0,0.148918
69,4,4,6,1,0,0.088798
33,3,2,3,1,0,0.096138
224,3,3,7,0,0,0.085399
104,4,4,8,1,0,0.090392
112,5,4,3,1,0,0.125539
158,1,1,3,1,0,0.10371
96,4,3,1,0,0,0.142345
227,2,1,2,0,1,0.132817
247,3,3,5,1,0,0.109659
216,1,1,5,0,0,0.085445
40,1,1,5,0,0,0.059412
43,3,2,1,1,0,0.134673
169,1,1,3,0,0,0.104953
152,3,2,2,1,0,0.12124
41,1,1,4,1,0,0.086114
52,5,5,6,0,0,0.08507
77,3,3,1,1,0,0.127465
218,5,4,6,0,0,0.086722
38,4,3,5,1,0,0.079203
231,3,3,4,0,0,0.103773
206,3,2,3,0,0,0.108823
65,5,4,4,1,1,0.128574
124,3,2,3,1,0,0.119028
37,5,5,5,0,0,0.084186
206,1,1,5,0,0,0.076685
80,2,1,7,1,0,0.076527
108,4,3,2,0,0,0.12451
144,1,1,8,0,0,0.0698
151,1,1,4,0,0,0.090344
119,1,1,6,0,0,0.062827
164,5,5,4,0,0,0.098618
220,3,3,7,0,0,0.086861
150,4,4,7,1,1,0.095241
61,4,3,5,0,0,0.080957
159,2,1,3,1,0,0.101911
243,3,2,4,1,0,0.109923
176,5,4,9,0,0,0.082319
188,3,2,3,1,0,0.116846
37,3,3,5,1,1,0.096971
240,1,1,2,0,1,0.143384
59,5,4,2,0,0,0.119369
97,2,1,8,0,0,0.057827
101,5,4,2,0,0,0.127619
126,4,3,4,1,0,0.113367
151,2,1,7,1,0,0.074703
189,5,5,5,1,0,0.111289
87,5,4,6,0,1,0.09285
127,2,1,5,1,0,0.079237
163,2,2,8,1,0,0.087642
88,5,4,2,0,0,0.111703
106,2,1,5,1,0,0.074576
133,5,4,4,1,0,0.10439
80,4,4,3,1,0,0.117603
235,4,3,2,1,0,0.147647
202,5,4,8,1,1,0.109449
128,1,1,3,1,0,0.102879
63,3,2,7,1,0,0.078575
243,1,1,2,0,1,0.134968
102,4,3,1,1,0,0.133362
61,4,3,4,1,0,0.092691
109,3,3,3,1,0,0.106445
70,4,4,4,1,0,0.105037
160,4,4,8,0,0,0.083635
90,1,1,5,1,0,0.082903
48,2,1,2,1,0,0.106471
188,5,5,6,1,0,0.107305
86,5,5,8,0,0,0.07484
155,4,3,10,1,0,0.081436
123,2,2,9,1,0,0.076704
168,3,2,4,1,0,0.102512
226,4,3,5,1,0,0.105599
170,2,2,6,0,0,0.075632
218,1,1,3,0,0,0.113982
167,3,2,7,0,0,0.081966
41,5,5,4,1,0,0.1057
199,1,1,3,1,0,0.111625
66,3,2,7,0,0,0.0624
89,5,5,9,1,1,0.10539
108,4,3,7,1,0,0.0839
161,3,3,7,1,0,0.092013
31,5,5,5,0,1,0.106322
135,2,2,4,0,0,0.086492
138,1,1,6,0,1,0.089198
101,5,4,7,0,0,0.085364
222,3,3,4,1,0,0.106735
74,2,1,4,1,0,0.081059
204,1,1,5,1,0,0.089231
162,5,5,5,0,1,0.106832
132,2,2,5,1,0,0.094231
244,5,5,4,0,0,0.12584
193,4,4,2,1,0,0.141593
105,2,1,6,1,0,0.073945
49,4,4,3,0,0,0.100524
153,2,2,7,1,0,0.081043
88,2,1,6,0,0,0.064253
113,4,3,7,0,1,0.087771
100,4,4,8,1,0,0.081626
221,4,4,6,0,0,0.091485
204,2,1,5,1,0,0.092358
48,2,2,5,0,0,0.076831
122,4,4,2,1,0,0.13805
48,3,3,4,1,0,0.100517
72,3,2,7,1,0,0.075444
132,1,1,5,0,0,0.070528
219,5,5,8,1,0,0.109144
247,4,3,2,1,0,0.135591
78,4,3,8,0,0,0.076125
96,5,4,7,0,0,0.081382
69,4,3,5,1,0,0.087126
210,3,3,5,1,0,0.099615
48,3,2,2,1,1,0.122663
64,1,1,6,1,0,0.069225
237,5,4,2,1,0,0.132029
125,4,3,10,0,0,0.074435
98,5,5,3,1,0,0.112212
98,4,4,4,1,0,0.105919
151,1,1,6,0,1,0.076524
88,3,2,3,1,1,0.129896
65,4,3,5,1,0,0.086475
162,3,2,8,1,0,0.083555
185,3,3,3,1,0,0.129527
248,5,5,6,1,0,0.112618
148,4,3,4,1,0,0.117237
198,5,4,4,0,0,0.107327
104,5,5,6,0,0,0.085382
99,4,3,7,1,0,0.082743
230,4,3,3,0,0,0.117669
